"NOMBRE";"SEXO";"AÑO DE NACIMIENTO";"G PARLAMENTARIO";"ECIVIL";"NIVEL ACADEMICO";"ORIGEN";"ESCAÑO";"NAINE";"CARGO";"Campo11";"Campo12";"Campo13";"Campo14";"Campo15";"Campo16";"Campo17";"Campo18";"Campo19"
"Pedro, Acedo Penco ";"Hombre";1955,00;"Grupo Popular";"Separado";"Técnico en Publicidad. Director de Radio. Empresario";"Badajoz";;;"Diputado. Alcalde de Mérida durante 16 años. Diputado autonómico de Extremadura durante ocho años. Senador durante 4 años. Concejal durante 9 años. ";;;;;;;;;
"Joseba Andoni, Agirretxea Urresti";"Hombre";1966,00;"Grupo Vasco EAJ-PNV";"Casado";"Licenciado en Filología Vasca. Asesor de Comunicación en instituciones. Profesional de la comunicación en Radio y TV y Consultor. ";"Gipuzkoa";;;"Diputado. Concejal en Ondarroa (1987-1990). Miembro de la Asamblea Nacional del PNV.";;;;;;;;;
"Ernesto, Aguiar Rodríguez";"Hombre";1961,00;"Grupo Popular";"Casado";"Técnico especialista en Dibujo Lineal";"Santa Cruz de Tenerife";;;"Diputado. Concejal del Ayuntamiento de Breña Baja (1996-1999).  Consejero del Cabildo Insular de La Palma (1999-2003). Diputado del Parlamento de Canarias (2004-2007).  Director General de Desarrollo Rural de Canarias (2007-2010)";;;;;;;;;
"Ramón, Aguirre Rodríguez";"Hombre";1953,00;"Grupo Popular";"Casado ";"Directivo Bancario";"Guadalajara";;;"Diputado. Presidente de la Comisión del Pacto de Toledo.  Presidente del Instituto de Crédito Oficial (ICO).  Consejero Delegado de Metro de Madrid S.A. Presidente de la Sociedad Estatal de Participaciones Industriales (SEPI)";;;;;;;" ";;
"Nayua Miram, Alba Goveli";"Mujer";1990,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"Licenciada en Psicología  y Máster en Psicología de la Educación. ";"Gipuzkoa";;;"Diputada. Secretaria General de Podemos Euskadi";;;;;;;;;
"Maria Dolores, Alba Mullor";"Mujer";1964,00;"Grupo Popular";"Casada";"Licenciada en Derecho. Abogada no ejerciente. ";"Alicante";;;"Diputada. Concejal del Ayuntamiento de Alcoy hasta 2007, en la oposición y en el Gobierno como Concejala de Hacienda.  Asesora de Asuntos Parlamentarios de la Consellería de Cultura (2007-2008) ";;;;;;;" ";;
"Joaquín, Abaladejo Martínez";"Hombre";1973,00;"Grupo Popular";"Casado";"Licenciado en Derecho. Agente de la Propiedad Inmobiliaria. Administrador de fincas urbanas. ";"Alicante";;;"Diputado. Concejal del Ayuntamiento de Torrevieja";;;;;;;;;
"Miriam, Alconchel Gonzaga";"Mujer";1978,00;"Grupo Socialista";"Casada";"Abogada y Administradora de Fincas no ejerciente. Licenciada en Derecho.  ";"Cádiz";;;"Diputada. Delegada Territorial de Igualdad, Salud y Políticas Sociales en Cádiz de la Junta de Andalucía (2013-2015). Concejal del Ayuntamiento de Jerez (2007-2013).";;;;;;;;;
"Iñigo Jesús, Allí Martínez";"Hombre";1973,00;"Grupo Mixto UPN-PP";"Divorciado";"Licenciado en Ciencias Biológicas, especialidad Molecular. ";"Navarra";;;"Diputado. Fundador de la Asociación Síndrom UP! por la Discapacidad.  Ex-Director de Capital Riesgo. Ex-Director del Centro Cultural Civican. Ex - Consejero de Políticas Sociales del Gobierno de Navarra. ";;;;;;;;;
"Félix, Alonso Cantorné";"Hombre";1959,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM) ";"Divorciado";"Licenciado en Geografía e Historia. ";"Tarragona";;;"Diputado. Alcalde de Altafulla.  Responsable de actividad sindical del Sindicato de Periodistes de Catalunya (1993-2001).";;;;;;;;;
"Rosa Ana, Alonso Clusa";"Mujer";1970,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM) ";"Divorciada";"Maestra de Educación Infantil y Primaria";"Cantabria";;;"Diputada. Secretaria de Relación con la Sociedad Civil y los Movimientos Sociales del Consejo Ciudadano de Podemos Cantabria.";;;;;;;;;
"Jose Jaime, Alonso-Díaz Guerra";"Hombre";1974,00;"Grupo Popular";"Casado";"Diplomado en Magisterio Especialidad de Educación Musical. Graduado en Magisterio Especialidad Primaria. ";"Toledo";;;"Diputado. Teniente Alcalde del Ayuntamiento de Fuensalida (Toledo)";;;;;;;;;
"Ana Isabel, Alós López";"Mujer";1969,00;"Grupo Popular";"Casada";"Licenciada en Económicas. Máster en Administración y Dirección de Empresas ICADE. ";"Huesca";;;"Diputada. Concejala del Ayuntamiento de Huesca (2003-2016). Alcaldesa del Ayuntamiento de Huesca (2011-2015). ";;;;;;;;;
"Ángeles, Álvarez Álvarez";"Mujer";1961,00;"Grupo Socialista";"Casada";"B.U.P. Imparte cursos de prevención de violencia y es experta en política pública de igualdad.";"Madrid";;;"Diputada. Concejala electa del Ayuntamiento de Madrid. Ha trabajado en Fundación Mujeres como responsable del área de prevención de la violencia.";;;;;;;;;
"Félix, Álvarez Palleiro";"Hombre";1966,00;"Grupo Ciudadanos";"Casado";"Técnico Especialista en Informática de Gestión. Actor.";"Cantabria";;;"Diputado. Portavoz de la Comisión de Cultura y Deporte desde el 21/06/2018 al 05/03/2019. Secretario Segundo de la Comisión de Derechos de la Infancia y Adolescencia desde el 26/10/2017 al 05/03/2019.";;;;;;;;;
"Maria Teresa, Angulo Romero";"Mujer";1963,00;"Grupo Popular";"Casada";"Licenciada en Derecho por la Universidad de Extremadura. Especialista en Mediación Civil y Mercantil por la UNED. Máster en Dirección de Organizaciones Sociosanitarias. Máster en Gestión de Organizaciones Sanitarias. Abogada en ejercicio (1992-2007). ";"Badajoz";;;"Diputada. Portavoz de Sanidad en la X Legislatura. Diputada autonómica en la Asamblea de Extremadura (2003-2011). Portavoz general GPP Asamblea de Extremadura (2008-2011). Concejal en el Ayuntamiento de Zafra (1995-2015).";;;;;;;;;
"Javier,  Antón Cacho";"Hombre";1972,00;"Grupo Socialista";"Casado";"Diplomado en Magisterio, Educación Infantil y Primaria. Técnico de Programas Educativos en Cruz Roja Española. ";"Soria";;;"Diputado. Concejal en el Ayuntamiento de Soria. Secretario de Organización del PSOE Soria.";;;;;;;;;
"Maria Teresa, Árevalo Caraballo";"Mujer";1980,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"No consta";"Albacete";;;"Diputada. Asistente en el Grupo Parlamentario Podemos-En Comú Podem-En Marea en la Legislatura XI. Miembro del Consejo Ciudadano Estatal de Podemos.";;;;;;;;;
"Pedro, Arrojo Agudo";"Hombre";1951,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Casado";"Doctor en Ciencias Físicas. Profesor emérito del Departamento de Análisis Económico en la Universidad de Zaragoza";"Zaragoza";;;"Diputado. Vocal de la Comisión de Agricultura, Pesca y Alimentación desde el 11/07/2018 al 05/03/2019";;;;;;;;;
"Jose Luis, Ayllón Manso";"Hombre";1970,00;"Grupo Popular";"Divorciado";"Licenciado en Derecho por  la Universidad de Barcelona. Abogado. ";"Madrid";;;"Diputado. Director de Gabinete de la Presidencia del Gobierno (2018). Secretario de Estado de Relaciones con las Cortes (2011-2018). Secretario General del Grupo Parlamentario Popular (2008-2011). Secretario de Comunicación del Partido Popular (2004-2008)";;;;;;;;;
"Maria Luz, Bajo Prieto";"Mujer";1964,00;"Grupo Popular";"Soltera";"Licenciada en Ciencias de la Información (Rama de Periodismo) Universidad Complutense de Madrid. Radio Nacional y Antena 3 Radio en Valladolid (1986-1990). ";"Madrid";;;"Diputada.  Gabinete de prensa del Partido Popular (1990-1996). Directora de Comunicación en los siguientes Ministerios: Administraciones Públicas, Educación, Cultura y Deportes, Vicepresidencia Primera y Ministerio de la Presidencia y Ministerio del Inter";;;;;;;;;
"Joan, Baldovi Roda";"Hombre";1958,00;"Grupo Mixto C-P-EUPV";"Casado";"Maestro";"Valencia";;;"Diputado. Alcalde de Sueca (2007-2011). Diputado de Compromis-Q (2001-2015).";;;;;;;;;
"Ángela, Ballester Muñoz";"Mujer";1980,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"Licenciada en Historia. Graduada en Relaciones Internaciones e Interculturales.  Máster en Cooperación Internacional. Máster en Asuntos Electorales.";"Valencia";;;"Diputada. Miembro del Consejo Ciudadano de la Comunitat Valenciana.";;;;;;;;;
"Maria Fátima, Báñez García";"Mujer";1967,00;"Grupo Popular";"Casada";"Licenciada. Licenciada en Derecho y en Ciencas Económicas y Empresariales. Abogado Directivo Técnico de Empresas (ICADE E-3).  ";"Huelva";;;"Diputada. Vocal del Comité Ejecutivo Nacional del Partido Popular. Ministra de Empleo y Seguridad Social.";;;;;;;;;
"Íñigo, Barandiaran Benito";"Hombre";1959,00;"Grupo Vasco EAJ-PNV";"Casado";"Licenciado en Derecho (UPV-EHU). Máster en Administración Pública (UPV-EHU) ";"Gipuzkoa";;;"Diputado. Letrado de los Servicios Jurídicos del Gobierno Vasco. Letrado Consistorial del Ayuntamiento de Donostia. Director de Administración Local del Gobierno Vasco.";;;;;;;;;
"Miguel, Barranchina Ros";"Hombre";1959,00;"Grupo Popular";"Casado";"Licenciado en Ciencias Económicas y Empresariales, especialidad Sector Público. Economista.";"Castellón";;;"Diputado. Trabajó como Interventor-Tesorero del Ayuntamiento de Betxi. Director General del Ministerio de Trabajo 2002-2004. Vicepresidente Primero de la Diputación de Castellón. Concejal de Segorbe. Agricultor a tiempo parcial.";;;;;;;;;
"Leopoldo, Barreda de los Ríos";"Hombre";1960,00;"Grupo Popular";"Divorciado";"Licenciado en Derecho por la Universidad de Deusto. Abogado.";"Bizkaia";;;"Diputado. Apoderado Juntas Generales de Vizcaya (1987-1995). Parlamentario Vasco (Portavoz) (1990-2011).";;;;;;;;;
"Jose María, Barreda Fontes";"Hombre";1953,00;"Grupo Socialista";"Casado";"Doctor en Geografía e Historia. Licenciado en Filosofía y Letras. Profesor Titular de Universidad. ";"Ciudad Real";;;"Diputado. Presidente de la Comisión de Defensa desde el 13/09/2016 al 05/03/2019. Adscrito de la Comisión de Educación y Formación Profesional desde el 21/06/2018 al 05/03/2019. Vocal de la Comisión de Cultura y Deporte desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Jose María, Barrios Tejero";"Hombre";1962,00;"Grupo Popular";"Casado";"Graduado Social. Master en Dirección de Personal y RR.HH. ";"Zamora";;;"Diputado. Vicepresidente de la Diputación de Zamora (1999-2016)";;;;;;;;;
"Elena Mª, Bastidas Bono";"Mujer";1969,00;"Grupo Popular";"Soltera";"Licenciada en Derecho. Doctora en Derecho. Abogada. Profesora-tutora de la UNED. ";"Valencia";;;"Diputada. Concejala del Ayuntamiento de Alzira";;;;;;;;;
"Enric, Bataller i Ruiz";"Hombre";1965,00;"Grupo Mixto C-P-EUPV";"Casado";"Doctor en Derecho. Licenciado en Historia, premio extraordinario de carrera. Abogado. Profesor del Departamento de Derecho Civil en la Universitat de Valencia. Especialista en Derecho Civil y en Propiedad Intelectual. Autor de libros y artículos del ámbit";"Valencia";;;"Diputado.Miembro de Iniciativa del Poble Valenciá y de Coalició Compromís. ";;;;;;;;;
"Marian, Beitialarrangoitia Lizarralde";"Mujer";1968,00;"Grupo Mixto EH Bildu";"Casada";"Periodista";"Gipuzkoa";;;"Diputada. Alcaldesa de Hernani entre 2007 y 2011.  Directora de Comunicación de la Diputación Foral de Guipuzkoa. Parlamentaria en Vitoria de 2012 a 2015.";;;;;;;;;
"Ferrán, Bel Accensi";"Hombre";1965,00;"Grupo Mixto PdeCat";"Casado";" Licenciado en Ciencias Económicas y Empresariales por la Universidad de Barcelona. Posgraduado en Hacienda Local i Autonómica por la Universidad de Barcelona. Economista del Colegio de Economistas de Catalunya. Miembro REAF, REFOR y AECA. Profesor asocia";"Tarragona";;;"Diputado. Alcalde de Tortosa 2007-2018. Senador en la X Legislatura. Presidente Consell Comarcal (2003-2007). Miembro de la Comisión Nacional de Administración Local CNAL (2011- 2016). Presidente de la Comisión de Haciendas Locales de la ACM (2007 - 2018)";;;;;;;;;
"Ione, Belarra Urteaga";"Mujer";1987,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"Grado Superior en Integración social. Licenciada en Psicología. Máster en psicología de la educación. Segundo año de doctorado en Educación, Desarrollo y Aprendizaje. ";"Navarra";;;"Diputada. Ha trabajado en Cruz Roja, Comisión Española de Ayuda al Refugiado, MECD y Universidad Autónoma de Madrid. SOS Racismo. Consejo Ciudadano de Navarra Podemos. Consejo Ciudadano Estatal Podemos.";;;;;;;;;
"Pablo, Bellido Acevedo";"Hombre";1976,00;"Grupo Socialista";"Soltero";"Licenciado en Derecho por la Universidad de Alcalá de Henares. ";"Guadalajara";;;"Diputado. Alcalde de Azuqueca (2007-2015). Secretario Provincial del PSOE de Guadalajara (2012 - hasta hoy)";;;;;;;;;
"Jose Antonio, Bermúdez de Castro Fernández";"Hombre";1959,00;"Grupo Popular";"Casado";"Licenciado en Derecho por la Universidad de Salamanca. Especialidad Asesoría Jurídica y Fiscal de Empresas (ICADE). Gestor Administrativo (no ejerciente).";"Salamanca";;;"Diputado. Diputado en la Asamblea de Madrid (1991-1996). Miembro del Comité Ejecutivo Nacional del Partido Popular. Portavoz sustituto y Secretario General del Grupo Parlamentario Popular en el Congreso.";;;;;;;;;
"Carolina, Bescansa Hernández";"Mujer";1971,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"Doctora en Ciencia Política y Sociología. Sobresaliente Cum Laude por unanimidad Universidad Complutense de Madrid. Especialista en Ciencia Política y Derecho Constitucional del Centro de Estudios Constitucionales. Primer Premio de investigación de su pro";"Madrid";;;"Diputada. Secretaria de Análisis Político, Programa y Proceso Constituyente de Podemos. Portavoz de la Comisión de Investigación presunta financiación ilegal del P. Popular desde el 26/05/2017 al 05/03/2019. Vocal de la Subcomisión para la reforma elector";;;;;;;;;
"Mª del Mar, Blanco Garrido";"Mujer";1974,00;"Grupo Popular";"Casada";"Diplomada en Turismo";"Madrid";;;"Diputada. Diputada en el Parlamento Vasco (2009-2012). Miembro del Comité Ejecutivo Nacional del Partido Popular. Secretaria Sectorial PP-Madrid. Presidenta de la Fundación Víctimas del Terrorismo. Presidenta de la Fundación Miguel Angel Blanco.";;;;;;;;;
"Patricia, Blanquer Alcaraz";"Mujer";1973,00;"Grupo Socialista";"Casada";"Licenciada en Ciencias Económicas y Empresariales (Universidad de Alicante). Máster en Auditoría y Gestión Empresarial. Curso de Especialista en Comunidades Europeas y Unión Europea. Ha sido profesora asociada en el Departamento de Investigación Operativa";"Alicante";;;"Diputada. Ha sido concejal y portavoz del Grupo Socialista del Excmo. Ayuntamiento de Alcoi. Portavoz de Industria del Grupo Parlamentario Socialista en la X Legislatura.";;;;;;;;;
"Manuel, Blasco Marqués";"Hombre";1960,00;"Grupo Popular";"Casado";"Empresario sin actividad actualmente";"Teruel";;;"Diputado.Alcalde de Teruel del 1999 al 2003 y del 2010 a febrero de 2016. Vocal de la Comisión de Fomento desde el 13/09/2016 al 05/03/2019. Vicepresidente Segundo de la Comisión de Economía y Empresa desde el 21/06/2018 al 05/03/2019. Vocal de la Comisió";;;;;;;;;
"María Jesús, Bonilla Domínguez";"Mujer";1964,00;"Grupo Popular";"Divorciada";"Licenciada en Derecho. Abogada. ";"Cuenca";;;"Diputada. Concejala del Ayuntamiento de Tarancón (Cuenca). Alcaldesa de Tarancón (2011-2015). Senadora en la VII Legislatura. Diputada en las Cortes de Castilla-La Mancha. Portavoz Sustituto de la Junta de Portavoces desde el 30/11/2016 al 05/03/2019. ";;;;;;;;;
"Isabel Mª, Borrego Cortés";"Mujer";1968,00;"Grupo Popular";"Casada";"Licenciada en Derecho.";"Murcia";;;"Diputada. Portavoz adjunta de la Junta de Portavoces desde el 27/07/2018 al 05/03/2019. Vocal de la Comisión Constitucional desde el 10/09/2018 al 05/03/2019. Vocal de la Comisión de Presupuestos desde el 10/01/2017 al 05/03/2019. Vocal de la Comisión Mix";;;;;;;;;
"Rita Gertrudis, Bosaho Gori";"Mujer";1965,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Divorciada";"Licenciada en Historia. Máster en la Europa Contemporánea I.I.";"Alicante";;;"Diputada. Portavoz adjunta de la Comisión de Sanidad, Consumo y Bienestar Social desde el 21/06/2018 al 05/03/2019. Adscrita de la Comisión de Cooperación Internacional para el Desarrollo desde el 25/10/2017 al 05/03/2019. Vocal de la Comisión de Igualdad";;;;;;;;;
"Amparo, Botejara Sanz";"Mujer";1956,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Casada";"Médico de Familia en el EAP San Roque en los últimos 30 años. Profesora asociada de la Facultad de Medicina de la UEX. ";"Badajoz";;;"Diputada. Militante en Podemos. Miembro del C.C.R. de Extremadura desde febrero de 2015.Portavoz de la Comisión de Sanidad, Consumo y Bienestar Social desde el 21/06/2018 al 05/03/2019.";;;;;;;;;
"Miguel Ángel, Bustamante Martín";"Hombre";1984,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Casado";"Maestro";"Sevilla";;;"Diputado. Militante PCE e Izquierda Unida. Miembro RSP (Red de Solidaridad Popular). Militante CC.OO. Miembro de la Asociación de Amistad con el Pueblo Saharaui.Portavoz adjunto de la Comisión de Educación y Formación Profesional desde el 21/06/2018 al 12";;;;;;;;;
"Pablo, Bustinduy Amador";"Hombre";1983,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Casado";"Licenciado en Ciencias Políticas y de la Administración por la Universidad Complutense de Madrid. Máster en Historia y Pensamiento Político en el Instituto de Estudios Políticos de París (mención Summa Cum Laude). Estudios doctorales en Filosofía completa";"Madrid";;;"Diputado.Secretario de Relaciones Internacionales de Podemos. Portavoz de la Comisión de Asuntos Exteriores desde el 13/09/2016 al 05/03/2019. Portavoz de la Comisión Mixta para la Unión Europea desde el 16/11/2016 al 05/03/2019. Vocal de la Diputación Pe";;;;;;;;;
"José Miguel, Camacho Sánchez";"Hombre";1957,00;"Grupo Socialista";"Divorciado";"Funcionario del Estado.";"Toledo";;;"Diputado. Concejal en el Ayuntamiento de Talavera. Delegado JCCM. Senador.Secretario Segundo de la Comisión de Asuntos Exteriores desde el 13/09/2018 al 05/03/2019. Portavoz de la Comisión Mixta Control Parlam. de la Corporación RTVE y sus Sociedades desd";;;;;;;;;
"Gregorio, Cámara Villar";"Hombre";1953,00;"Grupo Socialista";"Soltero";"Catedrático de Derecho Constitucional. Hasta octubre de 2015 y desde 1999 ha sido Director de la Cátedra Fernando de los Ríos de la Universidad de Granada.";"Granada";;;"Diputado. Secretario de Ideas de la CEP del PSOE de Granada. Miembro del Comité de Expertos del PSOE y Coordinador del Consejo de Expertos del PSOE para la propuesta de reforma constitucional. 
Patrono de la Fundación Peter Häberle. Patrono de la Fundació";;;;;;;;;
"Juan Carlos, Campo Moreno";"Hombre";1961,00;"Grupo Socialista";"Casado";"Doctor en Derecho. Magistrado. ";"Cádiz";;;"Diputado. Director General de Relaciones con la Administración de Justicia de la Junta de Andalucía. 
Vocal del Consejo General del Poder Judicial. 
Secretario de Estado del Ministerio de Justicia. 
Secretario General de Relaciones con el Parlamento. Pres";;;;;;;;;
"Gerardo, Camps Devesa";"Hombre";1963,00;"Grupo Popular";"Casado";"Licenciado en Derecho por la Universidad de Valencia. Realizados doce cursos de Doctorado en Derecho Constitucional, Autonómico y Derecho Mercantil, así como diversos trabajos de investigación en esas materias. ";"Alicante";;;"Diputado. Portavoz de la Comisión de Seguimiento y Evaluación de los Acuerdos Pacto de Toledo desde el 26/09/2017 al 05/03/2019. Miembro de la Junta Directiva Nacional del PP. Presidente de las Comisiones Nacionales de Política Social y Empleo, y Segurida";;;;;;;;;
"Carles, Campuzano i Canales";"Hombre";1964,00;"Grupo Mixto PdeCat";"Soltero";"Licenciado en Derecho. ";"Barcelona";;;"Diputado. Vocal de la Diputación Permanente. Portavoz adjunto de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019.
Portavoz adjunto de la Comisión de Transición Ecológica desde el 27/06/2018 al 05/03/2019.Portavoz d";;;;;;;;;
"Diego, Cañamero Valle";"Hombre";1956,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Casado";"No consta";"Jaén";;;"Diputado. Adscrito de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019. Portavoz adjunto de la Comisión de Agricultura, Pesca y Alimentación desde el 10/07/2018 al 05/03/2019. Vocal de la Comisión Mixta de Relacione";;;;;;;;;
"Pilar, Cancela Rodríguez";"Mujer";1967,00;"Grupo Socialista";"Divorciada";"Licenciada en Derecho. Título Superior en Prevención de Riesgos Laborales. Mediadora (Árbitro en solución extrajudicial de conflictos del trabajo).  ";"A Coruña";;;"Diputada. Directora General de Relaciones Laborales de la Xunta de Galicia (2002-2003 y 2005-2009. Secretaria de Organización PSdeG-PSOE. 
Funcionaria del Cuerpo Superior de la Administración General de la Xunta de Galicia desde 1993. Vocal de la Diputaci";;;;;;;;;
"Ignasi, Candela Serna";"Hombre";1987,00;"Grupo Mixto C-P-EUPV";"Soltero";"Licenciado en Economía. Cursando Máster en Economía Internacional y Desarrollo";"Alicante";;;"Diputado. Portavoz adjunto de la Comisión de Hacienda desde el 21/06/2018 al 05/03/2019. Portavoz de la Comisión de Cooperación Internacional para el Desarrollo desde el 14/09/2016 al 05/03/2019. Portavoz adjunto de la Comisión de Seguimiento y Evaluación";;;;;;;;;
"José, Cano Fuster";"Hombre";1979,00;"Grupo Ciudadanos";"Casado";"Licenciado en Derecho Especialidad Empresa. ";"Alicante";;;"Diputado. Apoderado de empresa familiar en el sector de la hostelería. Secretario Segundo de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019.
Portavoz adjunto de la Comisión de Trabajo, Migraciones y Seguridad Soci";;;;;;;;;
"Francisco Javier, Cano Leal";"Hombre";1964,00;"Grupo Ciudadanos";"Casado";"Licenciado en Derecho por la Universidad de Cádiz. Funcionario público en propiedad. Abogado ejerciente hasta el 31 de diciembre de 2015. ";"Cádiz";;;"Diputado. Concejal del Excmo. Ayuntamiento de San Fernando (Cádiz). Miembro Suplente de la Delegación española en la Asamblea Parlamentaria de la OTAN. Portavoz de la Comisión de Defensa desde el 13/09/2016 al 05/03/2019. ";;;;;;;;;
"Zaida, Cantera de Castro";"Mujer";1977,00;"Grupo Socialista";"Casada";"Licenciatura de la Academia General Militar, Especialidad en Transmisiones.  Máster en Redes y Sistema de Información.  Máster en Sistemas de Comunicación e Información para la Seguridad y la Defensa.  Comandante en retiro del Ejército de Tierra.";"Madrid";;;"Diputada. Vocal Suplente de la Diputación Permanente. Vicepresidenta Primera de la Delegación española en la Asamblea Parlamentaria de la OTAN. Vocal de la Comisión de Asuntos Exteriores desde el 13/09/2016 al 05/03/2019. Portavoz de la Comisión de Defens";;;;;;;;;
"Antonio, Cantó García del Moral";"Hombre";1965,00;"Grupo Ciudadanos";"Separado";"Actor";"Valencia";;;"Diputado. Vocal Suplente de la Diputación Permanente. Presidente de la Comisión calidad democrática, contra corrupción y reform. inst. y leg. desde el 28/09/2016 al 05/03/2019. Portavoz de la Comisión de Investigación presunta financiación ilegal del P. P";;;;;;;;;
"Joan, Capdevilla i Esteve";"Hombre";1965,00;"Grupo Esquerra Republicana";"Casado";"Licenciado en Veterinaria (UNEX). Master ADCV (UAB), ";"Barcelona";;;"Diputado. Adscrito de la Comisión de Hacienda desde el 21/06/2018 al 05/03/2019. Adscrito de la Comisión de Presupuestos desde el 20/06/2018 al 05/03/2019,
Portavoz de la Comisión de Industria, Comercio y Turismo desde el 21/06/2018 al 05/03/2019.
Adscrit";;;;;;;;;
"José David, Carracero Verde";"Hombre";1970,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltero";"Sociólogo por la UCM";"Bizkaia";;;"Diputado. Secretario de Política en el Consejo Ciudadano de Bilbao. Vocal de la Delegación española en la Asamblea Parlamentaria de la Organización para la Seguridad y Cooperación en Europa (OSCE). Secretario Segundo de la Comisión sobre Seguridad Vial y ";;;;;;;;;
"María Ascensión, Carreño Fernández";"Mujer";1971,00;"Grupo Popular";"Casada";"Ingeniera de Obras Públicas y Civil, por la Universidad Politécnica de Alicante.  Arquitecto Técnico y Máster Europeo en Medio Ambiente y Energías Renovables.  Estudios de Piano en el Conservatorio Superior de Murcia. ";"Murcia";;;"Diputada. Secretaria de Medio Ambiente y Cambio Climático en el Partido Popular de Murcia. Portavoz de la Comisión de Agricultura, Pesca y Alimentación desde el 21/06/2018 al 05/03/2019. 
";;;;;;;;;
"Sara, Carreño Valero";"Mujer";1985,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM)  ";"Soltera";"Licenciada en Administración y Dirección de Empresas por la Universidad de Oviedo. Licenciada en Derecho por la UNED. Habla inglés e italiano.";"La Rioja";;;"Diputada. Portavoz adjunta de la Comisión calidad democrática, contra corrupción y reform. inst. y leg. desde el 30/11/2017 al 05/03/2019. ";;;;;;;;;
"Pablo, Casado Blanco";"Hombre";1981,00;"Grupo Popular";"Casado";"Abogado y economista colegiado en Madrid. Licenciado en Derecho por la Universidad Complutense, Licenciado en Administración y Dirección de Empresas y Máster en Derecho Autonómico y Local por la Universidad Rey Juan Carlos. Fellow de la SAIS (School of Ad";"Ávila";;;"Diputado. Vocal de la Diputación Permanente. Vicesecretario general nacional de comunicación del Partido Popular. En la XI legislatura Presidente de la comisión de Educación y Deporte. En la X legislatura Portavoz de la comisión mixta para la Unión Europe";;;;;;;;;
"Loreto, Cascales Martínez";"Mujer";1977,00;"Grupo Popular";"Casada";"Licenciada en Filología Inglesa. ";"Alicante";;;"Diputada. Concejal en el Ayuntamiento de Santa Pola (2003-2015). Vicepresidenta Segunda de la Comisión de Derechos de la Infancia y Adolescencia desde el 28/09/2016 al 05/03/2019.";;;;;;;;;
"Rafael, Catalá Polo";" Hombre";1961,00;" Grupo Popular ";"Casado ";"Licenciado en Derecho por la Universidad Complutense de Madrid. Funcionario del Cuerpo Superior de Administradores Civiles del Estado. ";"Cuenca";;;"Diputado. Ministro de Justicia. Vocal de la Diputación Permanente. Presidente de la Comisión de Interior desde el 13/09/2018 al 05/03/2019.";;;;;;;;;
"Jose María, Chiquillo Barber";"Hombre";1971,00;"Grupo Popular";"Casado";"Licenciado en Derecho, Universidad de Valencia. 
Colegiado del Ilustre Colegio de Abogados de Valencia, sin ejercicio. ";"Valencia";;;"Diputado. Coordinador de España del Programa UNESCO Ruta de la Seda. Presidente de la Red Internacional del Programa Unesco Ruta de la Seda / Silk Road (2016-2020). Vocal de la Delegación española en la Asamblea Parlamentaria de la Organización para la Se";;;;;;;;;
"Lourdes, Ciuró i Buldó";"Mujer";1971,00;"Grupo Mixto PdeCat";"Casada";"Licenciada en Derecho por la UAB. Abogada en ejercicio con despacho propio desde 1994 hasta 2011, especializada en derecho civil inmobiliario y registral y en derecho de familia. Formación en Derecho Urbanístico, gestión urbanística y derecho de la edific";"Barcelona";;;"Diputada. Milita en Convergència Democràtica de Catalunya desde 2003. Miembro del Consell Nacional de CDC. Concejala del Ayuntamiento de Sabadell (2007-2011). Ponente de la Ponencia Prop. L.O. mod. L.O. 5/1995, del Tribunal del Jurado (124/1).Portavoz de ";;;;;;;;;
